,logo,Team,League,Elo,Current Elo,Avg Wins,Avg Losses,Make Playoffs %,Win Division %,Win World Series %
14,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/TEX.png&h=60,Rangers,AL West,"[1444.8897039199403, 1447.47399807369, 1445.0211276265818, 1448.3419659923456, 1446.6199016311039, 1444.9201505333453, 1442.5933833753709, 1445.2999074209465, 1447.9677005477952, 1446.0784588918937, 1444.2147141472876, 1442.375984323704, 1445.5495993974469, 1443.680653549255, 1441.8368210821031, 1439.5817080784193, 1437.358694740939, 1435.1672339661866, 1433.6023629730598, 1432.0567957980709, 1435.5301644445835, 1438.96079772779, 1441.9512021820508, 1444.9000911471735, 1447.8077888021046, 1445.5953727135995, 1443.414326877929, 1446.2641069169792, 1443.961569408084, 1441.6919249911136, 1444.4546252908674, 1446.9329877323453, 1449.3756931649762, 1446.7832773368457, 1450.211577780292, 1448.5970351730382, 1452.0027457045178, 1454.3769542986668, 1456.7171073282984, 1459.0237514168264, 1456.3525097503696, 1458.7195672992668, 1461.0526831737254, 1458.3083816922694, 1455.6032539616622, 1452.9368403932087, 1451.2143853822452, 1454.5142511175984, 1457.7712337304524, 1460.9854039388922]",1461,75,87,4.0,0.0,0.0
15,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/ATL.png&h=60,Braves,NL East,"[1571.6801031478003, 1568.7334571399897, 1570.8784822722716, 1572.9933148435532, 1575.0784920361084, 1576.486330426607, 1577.877833302593, 1574.2533051544008, 1571.3193372345122, 1568.4264367116486, 1570.5742428601866, 1572.6918072520562, 1574.1061402940327, 1575.5040164877512, 1571.8857429801394, 1574.1845912586157, 1576.450607502872, 1578.6843400571893, 1575.225354067195, 1576.8091432628025, 1573.3732674360772, 1574.7470286752498, 1576.1050884142978, 1572.4477372045078, 1574.7416155115068, 1577.002744219544, 1579.2316716129042, 1581.2483495628385, 1578.2371537340325, 1575.2676241257775, 1572.3394508254364, 1573.9287343721128, 1575.4982479026703, 1577.048369023017, 1578.6049359817007, 1580.1423575016481, 1581.6609982879797, 1583.6626507634392, 1585.6367063920668, 1582.5836763403158, 1580.0590251779765, 1577.5707057824816, 1575.1181905550752, 1576.8110455338144, 1578.4821469445278, 1580.131911739156, 1576.7607488286123, 1579.0073905426018, 1581.222076210335, 1578.405352511587]",1578,101,61,100.0,88.0,12.8
16,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/MIA.png&h=60,Marlins,NL East,"[1430.5315564853638, 1428.6638642398802, 1431.821261650261, 1429.16079527285, 1426.538492876277, 1428.953863086734, 1431.667334585976, 1429.341992200962, 1427.0499177504207, 1429.4501862801903, 1431.815988332086, 1429.1478687545211, 1432.4547552672352, 1430.7187509870903, 1433.8756872772126, 1431.9901304579762, 1435.1300010012405, 1438.2274536989078, 1441.686439688902, 1440.1026504932945, 1443.5385263200199, 1441.727809861702, 1444.9411009471305, 1443.111693011018, 1441.3066483746613, 1439.1117192261308, 1441.9478577250543, 1444.7438341867849, 1442.8870740410186, 1441.0551964877561, 1444.2477291874634, 1442.140995862108, 1445.0637728837037, 1447.945577965483, 1450.6487632516346, 1453.3132577315453, 1450.9395374931075, 1453.8690634308334, 1456.757559603882, 1454.6053894777253, 1457.7073406974575, 1460.7670622283326, 1458.7847967972214, 1457.0919418184822, 1455.4208404077688, 1453.7710756131405, 1457.1422385236842, 1459.8921842479183, 1462.602891826275, 1465.2748184452291]",1465,77,85,12.0,0.0,0.0
17,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/NYM.png&h=60,Mets,NL East,"[1542.4057714790513, 1539.2899583836854, 1536.2164470741025, 1537.8899285225964, 1539.5420277366884, 1541.1731545134908, 1542.7837106346033, 1545.140891949362, 1547.4642896672772, 1544.7544512393463, 1546.6530158459393, 1543.5259077506676, 1545.441157372536, 1542.134270859822, 1543.870275139967, 1541.5714268614906, 1539.3054106172344, 1537.071678062917, 1538.6932426723617, 1540.2944197270635, 1541.8755993652205, 1543.6863158235383, 1540.4730247381099, 1542.3024326742225, 1544.107477310579, 1541.430955540533, 1538.7927986799575, 1536.1925208789157, 1538.049281024682, 1539.8811585779445, 1536.6886258782372, 1539.0549863724016, 1536.3874163193257, 1538.7580995771655, 1540.6139330648577, 1542.4449015251876, 1544.2514770150826, 1547.1906822915078, 1545.0887762372338, 1548.0162939076, 1550.226529480605, 1552.4054324146084, 1549.5535469095082, 1546.7419797665082, 1543.261630363205, 1539.8239951324424, 1541.4291847536692, 1539.1825430396798, 1536.9678573719466, 1539.7845810706947]",1540,90,72,90.0,11.0,3.5000000000000004
18,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/PHI.png&h=60,Phillies,NL East,"[1519.065495326926, 1516.9204701946442, 1514.8056376233626, 1512.7204604308074, 1510.5075332120825, 1513.3259850582035, 1516.259952978092, 1519.1528535009556, 1517.0050473524177, 1514.8874829605481, 1512.0237095341365, 1509.200369845855, 1506.417062237537, 1508.2531894703143, 1505.0648256833365, 1506.9190779987475, 1508.7484952632221, 1511.854809234809, 1509.9188704179458, 1508.009306319208, 1505.018901864947, 1502.0700128998244, 1499.1623152448933, 1497.161198083172, 1500.1876678835542, 1498.1723657740795, 1500.263731283648, 1502.3258626737493, 1499.359289010202, 1501.4660223355575, 1498.5432453139617, 1495.6614402321825, 1492.729138486168, 1494.8378900611997, 1491.917095113005, 1494.037254974185, 1496.5308776260947, 1493.9886181752406, 1496.4829407628786, 1493.5681582453115, 1495.6942781641699, 1497.7905412312539, 1499.8574820026117, 1497.594961060571, 1500.3646649174161, 1503.094908901917, 1506.1994742414277, 1509.2617960060866, 1507.2821148720022, 1505.4621098943962]",1505,82,80,37.0,1.0,0.5
19,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/WSH.png&h=60,Nationals,NL East,"[1413.3813507950679, 1411.4222053696626, 1409.4898681655272, 1412.1503345429383, 1414.7726369395114, 1412.3572667290543, 1410.9494283385557, 1409.5579254625698, 1413.182453610762, 1410.7821850809923, 1408.4163830290968, 1411.0845026066615, 1409.670169564685, 1408.2722933709665, 1411.8905668785783, 1410.054439645801, 1413.2428034327788, 1411.3885511173678, 1409.5591338528932, 1407.9375692434485, 1406.3363921887467, 1404.7552125505897, 1403.381451311417, 1402.023391572369, 1405.680742782159, 1404.1564393124697, 1402.650667087483, 1401.1630742865057, 1399.0402645178071, 1401.947252595592, 1404.8134070451742, 1402.6391049233182, 1405.684425248448, 1403.6878491983068, 1401.718776207267, 1400.1938060791165, 1398.687379866257, 1402.1991454803606, 1400.3513991954542, 1398.5283645561544, 1401.6579856882504, 1404.745237005038, 1402.7903392081028, 1406.2706886114058, 1409.7083238421685, 1408.1031342209417, 1405.9430052118353, 1403.8133353533194, 1406.7135855524825, 1404.759766372173]",1405,58,104,0.0,0.0,0.0
20,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/CHC.png&h=60,Cubs,NL Central,"[1455.0268045964544, 1458.1426176918203, 1461.2161290014033, 1463.7204071535884, 1461.188647559012, 1458.6933211996761, 1455.979849700434, 1458.305192085448, 1460.5972665359893, 1462.717328461858, 1464.8076415731514, 1461.8687395300303, 1463.9709462868618, 1466.8347197132734, 1469.658059401555, 1472.441367009873, 1474.720989836924, 1476.9681006540004, 1479.1832474572425, 1476.36697695142, 1473.5906656430554, 1475.8538870610553, 1478.6548928111881, 1476.4160993913606, 1474.2091284665544, 1471.4667821706112, 1473.7635872104552, 1476.0661247193505, 1478.3357691363208, 1475.573068836567, 1478.504356972978, 1481.3946003747888, 1479.2441614229363, 1482.6497523803466, 1481.0124648508881, 1484.395865978327, 1486.5900265974942, 1488.7531329179435, 1490.8857277110724, 1489.1601431057927, 1492.4569391904222, 1490.710855854644, 1488.9875456663563, 1491.6709776000298, 1489.315959223507, 1491.9946897037048, 1489.2447439794707, 1486.534036401114, 1483.86210978216, 1485.8159289624693]",1486,81,81,28.000000000000004,6.0,0.1
21,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/CIN.png&h=60,Reds,NL Central,"[1451.1446779774033, 1454.3496001381623, 1452.5118496564558, 1450.6986210349135, 1448.9094478093475, 1452.1438713288685, 1450.0615180300326, 1453.0082362448122, 1450.9909317278796, 1449.0015125157495, 1447.0394639513916, 1450.1042776993008, 1447.2745332809359, 1444.48488629814, 1441.7349170796908, 1439.4552942526398, 1437.2081834355633, 1434.9930366323213, 1437.8093071381438, 1440.5856184465083, 1438.3223970285085, 1435.675423929905, 1438.0664432729966, 1440.4231412296404, 1443.1654875255836, 1440.8686824857396, 1438.777316976171, 1436.7151855860698, 1439.681759249617, 1438.0924757029406, 1436.5229621723831, 1434.9728410520365, 1437.905142798051, 1435.7963912230193, 1438.717186171214, 1436.597026310034, 1439.9781594164835, 1438.3163897219754, 1436.6757777896994, 1434.2020837317048, 1431.7639773136436, 1429.3609220808758, 1426.992376876852, 1429.736678358308, 1432.4418060889152, 1435.1082196573686, 1437.5671094289949, 1439.9906330946023, 1437.3793292112352, 1435.439141581267]",1435,66,96,0.0,0.0,0.0
22,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/MIL.png&h=60,Brewers,NL Central,"[1519.0948663504596, 1521.8328956675273, 1519.5318233372368, 1522.3658704097575, 1525.1597765043116, 1522.913959080929, 1520.5567777661704, 1518.2333800482552, 1520.943218476186, 1522.9605229931187, 1524.9499422052488, 1526.9119907696067, 1523.8471770216975, 1521.5113384606145, 1524.2089388347144, 1521.0520025445921, 1522.9375593638285, 1519.7976888205642, 1516.700236122897, 1518.7925148195689, 1520.8555429454277, 1517.8898497212867, 1515.088843971154, 1517.3276373909814, 1519.5346083157876, 1522.2111300858337, 1524.8492869464092, 1527.449564747451, 1530.0179305802365, 1527.5493500526113, 1530.1162809109296, 1527.2059212428082, 1529.3364250929044, 1526.4369940474216, 1528.8621247852896, 1531.2524032222873, 1528.6083719313542, 1531.0022953624202, 1533.5537525946006, 1536.0684985031546, 1538.5470550058603, 1535.8103812905863, 1538.1127935639431, 1535.3823148161696, 1532.2590760212504, 1529.1781760693098, 1531.1393891163532, 1533.2808238159678, 1535.3921295408647, 1532.4738429944787]",1532,92,70,93.0,84.0,3.9
23,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/PIT.png&h=60,Pirates,NL Central,"[1414.0833579210862, 1416.8688280863078, 1415.1953466378138, 1413.5432474237218, 1411.9121206469194, 1410.301564525807, 1408.8337644073583, 1407.383425407895, 1405.2633634820263, 1403.1730503707329, 1406.111952413854, 1404.0097456570224, 1406.8394900753874, 1409.6291370581832, 1412.3791062766325, 1410.7978978051005, 1409.2363050530832, 1412.6939535815268, 1416.1088234826702, 1414.4808278694602, 1417.873342947815, 1420.5203160464184, 1418.1292967033269, 1415.7725987466831, 1418.9380391563313, 1422.0609511667662, 1425.1415259419305, 1428.1897838447728, 1426.1961265760804, 1429.229918391315, 1427.7686409621765, 1431.3247016582213, 1429.8383577007226, 1433.0734892689104, 1431.2658599975882, 1434.4821794492589, 1432.6557906997696, 1435.2515975015738, 1437.8100839100878, 1440.3317608696639, 1442.8054549276585, 1445.2435613457196, 1447.6466165784875, 1450.0151617825113, 1448.5562777670489, 1452.1146867770321, 1455.6307031054043, 1457.7908321145107, 1459.9205019730266, 1457.0202517738635]",1457,78,84,15.0,3.0,0.1
24,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/STL.png&h=60,Cardinals,NL Central,"[1549.537285901889, 1551.8383582321794, 1548.6334360714204, 1550.471186553127, 1552.2844151746692, 1554.0735884002352, 1550.8391648807142, 1548.0404249882745, 1545.2814602053415, 1547.5618354965752, 1550.6249243046689, 1548.6460055374378, 1546.6942627574606, 1549.0301013185435, 1546.3325009444436, 1547.9137094159755, 1549.4753021679928, 1546.0176536395493, 1542.6027837384058, 1544.2307793516159, 1540.838264273261, 1538.4611340907659, 1541.1181058642903, 1543.7369578508292, 1541.4430795438302, 1539.181950835793, 1536.9530234424328, 1534.3846576096473, 1536.8532381372725, 1534.2863072789542, 1531.2085104473765, 1533.1728086862754, 1535.1102027193629, 1531.875071151175, 1533.6827004224972, 1530.4663809708265, 1532.2927697203158, 1529.3719767914934, 1526.4921386545586, 1528.6528865160733, 1526.166967313859, 1523.716816905391, 1526.3019007307919, 1523.676350917318, 1521.0885162631962, 1518.5378942962202, 1521.023971953652, 1519.0720359520808, 1517.1467737091223, 1515.2476861056284]",1515,81,81,30.0,7.000000000000001,0.4
25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/ARI.png&h=60,Diamondbacks,NL West,"[1460.5893984095746, 1463.4099095273768, 1461.1904176337039, 1459.002417812686, 1456.8453651337159, 1455.499933306749, 1454.1696795261962, 1457.8543248097055, 1461.4974392025476, 1460.0986911248187, 1457.9933754204449, 1460.9175446386475, 1458.8007299248272, 1457.2328899860472, 1460.6844105171058, 1458.6266245221016, 1461.5974645531194, 1459.5269380548045, 1457.4346593581326, 1455.3716312322738, 1458.3373244564148, 1456.9303593666084, 1460.539713487927, 1459.106970644387, 1462.6910293903736, 1460.5430533845, 1463.4253221384504, 1461.9795604767112, 1465.550844880094, 1469.0798048219299, 1472.5662323695417, 1475.476592037663, 1473.346088187567, 1476.2455192330497, 1473.542333946898, 1470.8778394669873, 1473.251559705425, 1476.1723526342475, 1479.0521907711823, 1476.8914429096676, 1474.6328167286608, 1477.406349611222, 1475.1403803227797, 1472.906693933779, 1475.071496401177, 1472.2057575286938, 1474.3804712490316, 1476.6297282387163, 1478.8469847841093, 1476.0327877020454]",1476,78,84,13.0,0.0,0.1
26,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/COL.png&h=60,Rockies,NL West,"[1458.9032909645696, 1461.810682505544, 1459.3064043533589, 1461.8381639479353, 1464.3334903072712, 1462.1376424623359, 1459.9728782164495, 1457.8386546388472, 1455.734432084165, 1458.638596473101, 1456.5019524140394, 1454.3953523621442, 1452.3389970356147, 1450.3112416949818, 1448.3115636405525, 1447.001655208812, 1445.7062735914046, 1449.4251542540892, 1453.102813831974, 1456.7388833774191, 1455.333038947661, 1458.2471846619278, 1461.120433522799, 1458.9531583269538, 1456.8164678992869, 1455.3929567305893, 1453.9860741331804, 1456.108883901879, 1453.201895824094, 1450.3357413745118, 1452.5100434963679, 1455.5878403279455, 1453.6235420890466, 1451.6861480559592, 1449.7570129784976, 1447.8541251620234, 1445.976991477613, 1443.3811846758088, 1440.8226982672948, 1438.3010213077187, 1441.2158038252858, 1439.0896839064274, 1436.9934208393433, 1434.9264800679855, 1438.1323086149405, 1441.2954615909464, 1439.416095514328, 1437.1668385246433, 1434.9495819792503, 1437.7637790613142]",1438,63,99,0.0,0.0,0.0
27,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/LAD.png&h=60,Dodgers,NL West,"[1627.078497832644, 1628.7676469037076, 1630.4351134357546, 1631.7805452627215, 1633.1107990432743, 1629.426153759765, 1625.7830393669228, 1627.1817874446517, 1624.118698636558, 1626.0976174037892, 1628.0493601837663, 1624.7552797719995, 1626.5040753292099, 1628.2300458381435, 1629.539954269884, 1630.8353358872914, 1627.1164552246069, 1623.4387956467222, 1619.802726101277, 1621.208570531035, 1622.6155356208415, 1619.0061814995229, 1620.4389243430628, 1616.8548655970762, 1618.2783767657738, 1619.6852593631827, 1621.131021024922, 1617.559736621539, 1614.0307766797032, 1610.5443491320914, 1612.3922701713263, 1609.2154762489654, 1611.0812555232174, 1607.675664565807, 1609.3129520952655, 1605.9295509678266, 1602.9903456914014, 1605.0922517456754, 1602.1647340753093, 1603.890318680589, 1600.5935225959595, 1602.3396059317377, 1604.0629161200254, 1605.5218001354879, 1601.9633911255046, 1598.4473747971324, 1600.3993107987037, 1602.3245730416622, 1604.223660645156, 1606.043665622762]",1606,103,59,100.0,98.0,28.599999999999998
28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/SD.png&h=60,Padres,NL West,"[1505.3786615998317, 1502.5581504820295, 1504.7776423757025, 1506.9656421967204, 1509.1226948756905, 1511.9214347681302, 1514.6803995510631, 1512.4000242598295, 1509.4958598708936, 1511.6325039299552, 1513.7391039818503, 1517.0331843936171, 1515.2843888364068, 1513.5584183274732, 1510.9423320260141, 1513.3638365011136, 1510.750544563588, 1513.3454874148968, 1515.903121506873, 1513.4239580165452, 1510.5098123022783, 1507.6365634414071, 1509.8038386372523, 1511.9405290649192, 1514.088505070793, 1511.2062363168425, 1509.1895583669082, 1512.2007541957141, 1515.1702838039691, 1518.0984571043102, 1515.7320966101458, 1518.3996666632218, 1516.028983405382, 1513.603852667514, 1511.2135742305163, 1513.8576055214494, 1511.4636820903834, 1509.462029614924, 1507.4879739862963, 1510.5410040380473, 1512.799630219054, 1510.026097336493, 1512.2920666249352, 1514.5257530139359, 1511.8423210802623, 1514.1973394567851, 1511.5186089765873, 1514.0373051927418, 1516.5197550935006, 1518.4599427234689]",1518,86,76,63.0,1.0,2.0
29,https://a.espncdn.com/combiner/i?img=/i/teamlogos/mlb/500/scoreboard/SF.png&h=60,Giants,NL West,"[1511.0168745579604, 1508.9344477235568, 1511.8810937313674, 1510.169838475753, 1508.4806894046894, 1506.8132228726424, 1509.0090707175777, 1511.173834963464, 1513.3080585410664, 1515.4122810957485, 1517.5175968001224, 1514.5934275819197, 1516.71024229574, 1518.7665976222695, 1520.7943529629024, 1522.7940310173317, 1524.851817012336, 1521.880976981318, 1523.951503479633, 1521.3565606283241, 1518.7989265363478, 1521.2780900266757, 1519.111982797975, 1521.9764398295856, 1519.8004565580584, 1522.192138130029, 1519.5494878995564, 1521.9447746438489, 1518.8473525008183, 1515.792135671203, 1517.7788778900883, 1515.9309568508534, 1519.1077507732143, 1517.2419714989624, 1514.215378781111, 1511.230558806166, 1508.3010328684402, 1505.4125366953915, 1507.5647068215483, 1505.3544712485432, 1503.1755683145398, 1506.02745381964, 1508.83902096264, 1511.464570776114, 1514.0524054302357, 1516.6030273972117, 1514.1169497397798, 1511.5982535236253, 1509.1158036228665, 1507.150736593689]",1507,79,83,20.0,0.0,0.3
